TAID,Name,IUPAC Name,PubChem CID,Canonical SMILES,InChIKey,Toxicity Value
TOX-753,metoclopramide(1+),2-[(4-amino-5-chloro-2-methoxybenzoyl)amino]ethyl-diethylazanium,4993182,CC[NH+](CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,TTWJBBZEZQICBI-UHFFFAOYSA-O,0
TOX-754,,2-[(4-aminobenzoyl)amino]ethyl-diethylazanium,1548985,CC[NH+](CC)CCNC(=O)c1ccc(N)cc1,REQCZEXYDRLIBE-UHFFFAOYSA-O,0
TOX-755,,2-(1-cyclohexylcyclohexanecarbonyl)oxyethyl-diethylazanium,5249209,CC[NH+](CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,CURUTKGFNZGFSE-UHFFFAOYSA-O,0
TOX-756,procaine(1+),2-(4-aminobenzoyl)oxyethyl-diethylazanium,1548986,CC[NH+](CC)CCOC(=O)c1ccc(N)cc1,MFDFERRIHVXMIY-UHFFFAOYSA-O,0
TOX-757,,2-(4-amino-2-chlorobenzoyl)oxyethyl-diethylazanium,53315110,CC[NH+](CC)CCOC(=O)c1ccc(N)cc1Cl,VDANGULDQQJODZ-UHFFFAOYSA-O,0
TOX-758,,"2-[4-[(Z)-2-chloro-1,2-diphenylethenyl]phenoxy]ethyl-diethylazanium",1548954,CC[NH+](CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1,GKIRPKYJQBWNGO-QPLCGJKRSA-O,0
TOX-759,Polirreumin,4-[(7-chloroquinolin-1-ium-4-yl)amino]pentyl-ethyl-(2-hydroxyethyl)azanium,78435478,CC[NH+](CCO)CCCC(C)Nc1cc[nH+]c2cc(Cl)ccc12,XXSMGPRMXLTPCZ-UHFFFAOYSA-P,0
TOX-760,,"ethyl-[(4S,6S)-6-methyl-7,7-dioxo-2-sulfamoyl-5,6-dihydro-4H-thieno[2,3-b]thiopyran-4-yl]azanium",36688115,CC[NH2+][C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,IAVUPMFITXYVAF-XPUUQOCRSA-O,0
TOX-761,,"ethyl-[(4R)-2-(3-methoxypropyl)-1,1-dioxo-6-sulfamoyl-3,4-dihydrothieno[3,2-e]thiazin-4-yl]azanium",40469210,CC[NH2+][C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,HCRKCZRJWPKOAR-JTQLQIEISA-O,0
TOX-762,,2-[(3Z)-6-fluoro-2-methyl-3-[(4-methylsulfinylphenyl)methylidene]inden-1-yl]acetate,1548886,CC1=C(CC(=O)[O-])c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,MLKXDPUZXIRXEP-MFOYZWKCSA-M,0
TOX-763,METHOHEXITAL,"5-hex-3-yn-2-yl-1-methyl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",9034,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,NZXKDOXHBHYTKP-UHFFFAOYSA-N,0
TOX-764,ethchlorvynol,(E)-1-chloro-3-ethylpent-1-en-4-yn-3-ol,5281077,C#CC(O)(/C=C/Cl)CC,ZEHYJZXQEQOSON-AATRIKPKSA-N,0
TOX-765,,"[1-(3,4-dihydroxyphenyl)-1-hydroxybutan-2-yl]-propan-2-ylazanium",74996773,CCC([NH2+]C(C)C)C(O)c1ccc(O)c(O)c1,HUYWAWARQUIQLE-UHFFFAOYSA-O,0
TOX-766,simvastatin,"[(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] 2,2-dimethylbutanoate",54454,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,RYMZZMVNJRMUDD-HGQWONQESA-N,0
TOX-767,Mebutamate,"[2-(carbamoyloxymethyl)-2,3-dimethylpentyl] carbamate",6151,CCC(C)C(C)(COC(N)=O)COC(N)=O,LEROTMJVBFSIMP-UHFFFAOYSA-N,0
TOX-768,,"2-[2,3-dichloro-4-(2-methylidenebutanoyl)phenoxy]acetate",6918973,C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl,AVOLMBLBETYQHX-UHFFFAOYSA-M,0
TOX-769,TALBUTAL,"5-butan-2-yl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",8275,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,BJVVMKUXKQHWJK-UHFFFAOYSA-N,0
TOX-770,,"2-[21-[[4-azaniumyl-2-[[2-[[4-azaniumyl-2-(6-methyloctanoylamino)butanoyl]amino]-3-hydroxybutanoyl]amino]butanoyl]amino]-6,18-bis(2-azaniumylethyl)-15-benzyl-3-(1-hydroxyethyl)-12-(2-methylpropyl)-2,5,8,11,14,17,20-heptaoxo-1,4,7,10,13,16,19-heptazacyclotricos-9-yl]ethylazanium",75967462,CCC(C)CCCCC(=O)NC(CC[NH3+])C(=O)NC(C(=O)NC(CC[NH3+])C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CC[NH3+])NC(=O)C(CC[NH3+])NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CC[NH3+])NC1=O)C(C)O,WQVJHHACXVLGBL-UHFFFAOYSA-S,0
TOX-771,itraconazole,"2-butan-2-yl-4-[4-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]phenyl]-1,2,4-triazol-3-one",55283,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,VHVPQPYKVGDNFY-ZPGVKDDISA-N,0
TOX-772,,2-oxo-3-(1-phenylpropyl)chromen-4-olate,74685911,CCC(c1ccccc1)c1c([O-])c2ccccc2oc1=O,DQDAYGNAKTZFIW-UHFFFAOYSA-M,0
TOX-773,,"2-[(3-amino-2,4,6-triiodophenyl)methyl]butanoate",15788366,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)[O-],OIRFJRBSRORBCM-UHFFFAOYSA-M,0
TOX-774,,4-azaniumylhex-5-enoate,25202592,C=CC([NH3+])CCC(=O)[O-],PJDFLNIOAUIZSL-UHFFFAOYSA-N,0
TOX-775,,"(10R,11S,13S,16R,17S)-11-hydroxy-10,13,16,17-tetramethyl-17-propanoyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",39507,CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,QTTRZHGPGKRAFB-PAIWTFDUSA-N,0
TOX-776,,"dimethyl-(5-oxo-4,4-diphenylheptan-2-yl)azanium",21576695,CCC(=O)C(CC(C)[NH+](C)C)(c1ccccc1)c1ccccc1,USSIQXCVUWKGNF-UHFFFAOYSA-O,0
TOX-777,,methyl 1-(3-methoxy-3-oxopropyl)-4-(N-propanoylanilino)piperidin-1-ium-4-carboxylate,25273226,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CC[NH+](CCC(=O)OC)CC1,ZTVQQQVZCWLTDF-UHFFFAOYSA-O,0
TOX-778,,N-[4-(methoxymethyl)-1-(2-thiophen-2-ylethyl)piperidin-1-ium-4-yl]-N-phenylpropanamide,23539668,CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCc2cccs2)CC1,GGCSSNBKKAUURC-UHFFFAOYSA-O,0
TOX-779,,N-[1-[2-(4-ethyl-5-oxotetrazol-1-yl)ethyl]-4-(methoxymethyl)piperidin-1-ium-4-yl]-N-phenylpropanamide,25273601,CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCn2nnn(CC)c2=O)CC1,IDBPHNDTYPBSNI-UHFFFAOYSA-O,0
TOX-780,,N-phenyl-N-[1-(2-phenylethyl)piperidin-1-ium-4-yl]propanamide,21595393,CCC(=O)N(c1ccccc1)C1CC[NH+](CCc2ccccc2)CC1,PJMPHNIQZUBGLI-UHFFFAOYSA-O,0
TOX-781,Ramelteon,"N-[2-[(8S)-2,6,7,8-tetrahydro-1H-cyclopenta[e][1]benzofuran-8-yl]ethyl]propanamide",208902,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,0
TOX-782,,"dimethyl-[(2S,3R)-2-methyl-3,4-diphenyl-3-propanoyloxybutyl]azanium",36688135,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)C[NH+](C)C,XLMALTXPSGQGBX-PGRDOPGGSA-O,0
TOX-783,CLOBETASOL PROPIONATE,"[(8S,9R,10S,11S,13S,14S,16S,17R)-17-(2-chloroacetyl)-9-fluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] propanoate",32798,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CBGUOGMQLZIXBE-XGQKBEPLSA-N,0
TOX-784,HALOBETASOL PROPIONATE,"[(6S,9R,16S,17R)-17-(2-chloroacetyl)-6,9-difluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] propanoate",48175,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC21C,BDSYKGHYMJNPAB-YKQIDFLYSA-N,0
TOX-785,,"dimethyl-[(2R,3S)-2-methyl-3,4-diphenyl-3-propanoyloxybutyl]azanium",36688137,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)C[NH+](C)C,XLMALTXPSGQGBX-GCJKJVERSA-O,0
TOX-786,drostanolone propionate,"[(2R,5S,8R,9S,10S,13S,14S,17S)-2,10,13-trimethyl-3-oxo-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl] propanoate",224004,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C,NOTIQUSPUUHHEH-UXOVVSIBSA-N,0
TOX-787,testosterone propionate,"[(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] propanoate",5995,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,PDMMFKSKQVNJMI-BLQWBTBKSA-N,0
TOX-788,fosinopril(1-),"(2S,4S)-4-cyclohexyl-1-[2-[(2-methyl-1-propanoyloxypropoxy)-(4-phenylbutyl)phosphoryl]acetyl]pyrrolidine-2-carboxylate",45266912,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C,BIDNLKIUORFRQP-FKDWWROVSA-M,0
TOX-789,ALCLOMETASONE DIPROPIONATE,"[2-[(7R,8S,9S,10R,11S,13S,14S,16R,17R)-7-chloro-11-hydroxy-10,13,16-trimethyl-3-oxo-17-propanoyloxy-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] propanoate",636374,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,DJHCCTTVDRAMEH-DUUJBDRPSA-N,0
TOX-790,BECLOMETHASONE DIPROPIONATE,"[2-[(8S,9R,10S,11S,13S,14S,16S,17R)-9-chloro-11-hydroxy-10,13,16-trimethyl-3-oxo-17-propanoyloxy-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] propanoate",21700,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,KUVIULQEHSCUHY-XYWKZLDCSA-N,0
TOX-791,PREDNICARBATE,"[2-[(8S,9S,10R,11S,13S,14S,17R)-17-ethoxycarbonyloxy-11-hydroxy-10,13-dimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] propanoate",6714002,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,FNPXMHRZILFCKX-KAJVQRHHSA-N,0
TOX-792,,2-[(2-pyridin-1-ium-1-ylacetyl)amino]ethyl propanoate,14931,CCC(=O)OCCNC(=O)C[n+]1ccccc1,LXSGKLVTNIHLNQ-UHFFFAOYSA-O,0
TOX-793,methyprylon,"3,3-diethyl-5-methylpiperidine-2,4-dione",4162,CCC1(CC)C(=O)NCC(C)C1=O,SIDLZWOQUZRBRU-UHFFFAOYSA-N,0
TOX-794,MEPHENYTOIN,"5-ethyl-3-methyl-5-phenylimidazolidine-2,4-dione",4060,CCC1(c2ccccc2)NC(=O)N(C)C1=O,GMHKMTDVRCWUDX-UHFFFAOYSA-N,0
TOX-795,PARAMETHADIONE,"5-ethyl-3,5-dimethyl-1,3-oxazolidine-2,4-dione",8280,CCC1(C)OC(=O)N(C)C1=O,VQASKUSHBVDKGU-UHFFFAOYSA-N,0
TOX-796,Phenylthilone,"2-ethyl-2-phenylthiomorpholine-3,5-dione",227260,CCC1(c2ccccc2)SCC(=O)NC1=O,IJCATHLRDWDKAS-UHFFFAOYSA-N,0
TOX-797,metharbital,"5,5-diethyl-1-methyl-1,3-diazinane-2,4,6-trione",4099,CCC1(CC)C(=O)NC(=O)N(C)C1=O,FWJKNZONDWOGMI-UHFFFAOYSA-N,0
TOX-798,aminoglutethimide,"3-(4-aminophenyl)-3-ethylpiperidine-2,6-dione",2145,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,ROBVIMPUHSLWNV-UHFFFAOYSA-N,0
TOX-799,glutethimide,"3-ethyl-3-phenylpiperidine-2,6-dione",3487,CCC1(c2ccccc2)CCC(=O)NC1=O,JMBQKKAJIKAWKF-UHFFFAOYSA-N,0
TOX-800,,"(6R,7R)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-hydroxyiminoacetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",40469151,C=CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,RTXOFQZKPXMALH-RWFJUVPESA-M,0
TOX-801,,"(6R,7R)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-(carboxylatomethoxyimino)acetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",40486881,C=CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)[O-])c3csc(N)n3)[C@H]2SC1,OKBVVJOGVLARMR-VINNURBNSA-L,0
TOX-802,vinorelbine,"methyl (1R,9R,10S,11R,12R,19R)-11-acetyloxy-12-ethyl-4-[(12S,14R)-16-ethyl-12-methoxycarbonyl-1,10-diazatetracyclo[12.3.1.03,11.04,9]octadeca-3(11),4,6,8,15-pentaen-12-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate",5311497,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,GBABOYUKABKIAF-IELIFDKJSA-N,1
TOX-803,ethionamide,2-ethylpyridine-4-carbothioamide,2761171,CCc1cc(C(N)=S)ccn1,AEOCXXJPGCBFJA-UHFFFAOYSA-N,0
TOX-804,,"2-(1,8-diethyl-4,9-dihydro-3H-pyrano[3,4-b]indol-1-yl)acetate",78422649,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)[O-])OCC3,NNYBQONXHNTVIJ-UHFFFAOYSA-M,0
TOX-805,Pioglitazone,"5-[[4-[2-(5-ethylpyridin-2-yl)ethoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione",4829,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,HYAFETHFCAUJAY-UHFFFAOYSA-N,1
TOX-806,Telaprevir,"(3S,3aS,6aR)-2-[(2S)-2-[[(2S)-2-cyclohexyl-2-(pyrazine-2-carbonylamino)acetyl]amino]-3,3-dimethylbutanoyl]-N-[(3S)-1-(cyclopropylamino)-1,2-dioxohexan-3-yl]-3,3a,4,5,6,6a-hexahydro-1H-cyclopenta[c]pyrrole-3-carboxamide",3010818,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,BBAWEDCPNXPBQM-GDEBMMAJSA-N,0
TOX-807,,"(2S,3aS,7aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxopentan-2-yl]azaniumyl]propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylate",40466996,CCC[C@H]([NH2+][C@@H](C)C(=O)N1[C@H](C(=O)[O-])C[C@@H]2CCCC[C@@H]21)C(=O)OCC,IPVQLZZIHOAWMC-QXKUPLGCSA-N,0
TOX-808,,"(2S,4R)-N-[(1R,2R)-2-hydroxy-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidin-1-ium-2-carboxamide",7067897,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[NH+](C)C1,OJMMVQQUTAEWLP-KIDUDLJLSA-O,0
TOX-809,,"(2S,4R)-N-[2-chloro-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidin-1-ium-2-carboxamide",15940197,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[NH+](C)C1,KDLRVYVGXIQJDK-NOWPCOIGSA-O,0
TOX-810,,"2-(2-oxo-1,3-dihydroindol-4-yl)ethyl-dipropylazanium",25271829,CCC[NH+](CCC)CCc1cccc2c1CC(=O)N2,UHSKFQJFRQCDBE-UHFFFAOYSA-O,0
TOX-811,,"[(2S)-5-hydroxy-1,2,3,4-tetrahydronaphthalen-2-yl]-propyl-(2-thiophen-2-ylethyl)azanium",25271860,CCC[NH+](CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,KFQYTPMOWPVWEJ-INIZCTEOSA-O,0
TOX-812,pergolide(1+),"(6aR,9R,10aR)-9-(methylsulfanylmethyl)-7-propyl-4,6,6a,7,8,9,10,10a-octahydroindolo[4,3-fg]quinolin-7-ium",11865405,CCC[NH+]1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,YEHCICAEULNIGD-MZMPZRCHSA-O,0
TOX-813,naloxone(1+),"(4R,4aS,7aR,12bS)-4a,9-dihydroxy-3-prop-2-enyl-1,2,3,4,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-3-ium-7-one",15940186,C=CC[NH+]1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,UZHSEJADLWPNLE-GRGSLBFTSA-O,0
TOX-814,,"(2S)-N-(2,6-dimethylphenyl)-1-propylpiperidin-1-ium-2-carboxamide",28125506,CCC[NH+]1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,ZKMNUMMKYBVTFN-HNNXBMFYSA-O,0
TOX-815,,"[(6S)-2-amino-4,5,6,7-tetrahydro-1,3-benzothiazol-6-yl]-propylazanium",40466884,CCC[NH2+][C@H]1CCc2nc(N)sc2C1,FASDKYOPVNHBLU-ZETCQYMHSA-O,0
TOX-816,,[1-[(2-methoxycarbonyl-4-methylthiophen-3-yl)amino]-1-oxopropan-2-yl]-propylazanium,85506545,CCC[NH2+]C(C)C(=O)Nc1c(C)csc1C(=O)OC,QTGIAADRBBLJGA-UHFFFAOYSA-O,0
TOX-817,,[1-(2-methylanilino)-1-oxopropan-2-yl]-propylazanium,24848323,CCC[NH2+]C(C)C(=O)Nc1ccccc1C,MVFGUOIZUNYYSO-UHFFFAOYSA-O,0
TOX-818,propafenone(1+),[2-hydroxy-3-[2-(3-phenylpropanoyl)phenoxy]propyl]-propylazanium,53448504,CCC[NH2+]CC(O)COc1ccccc1C(=O)CCc1ccccc1,JWHAUXFOSRPERK-UHFFFAOYSA-O,0
TOX-819,meprobamate,[2-(carbamoyloxymethyl)-2-methylpentyl] carbamate,4064,CCCC(C)(COC(N)=O)COC(N)=O,NPPQSCRMBWNHMW-UHFFFAOYSA-N,0
TOX-820,carisoprodol,[2-(carbamoyloxymethyl)-2-methylpentyl] N-propan-2-ylcarbamate,2576,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,OFZCIYFFPZCNJE-UHFFFAOYSA-N,0
TOX-821,pentobarbital,"5-ethyl-5-pentan-2-yl-1,3-diazinane-2,4,6-trione",4737,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,WEXRUCMBJFQVBZ-UHFFFAOYSA-N,0
TOX-822,secobarbital,"5-pentan-2-yl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",5193,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,KQPKPCNLIDLUMF-UHFFFAOYSA-N,0
TOX-823,thiopental,"5-ethyl-5-pentan-2-yl-2-sulfanylidene-1,3-diazinane-4,6-dione",3000715,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,IUJDSEJGGMCXSG-UHFFFAOYSA-N,0
TOX-824,Valproate,2-propylpentanoate,3549980,CCCC(CCC)C(=O)[O-],NIJJYAXOARWZEE-UHFFFAOYSA-M,0
TOX-825,acebutolol(1+),[3-[2-acetyl-4-(butanoylamino)phenoxy]-2-hydroxypropyl]-propan-2-ylazanium,5231297,CCCC(=O)Nc1ccc(OCC(O)C[NH2+]C(C)C)c(C(C)=O)c1,GOEMGAFJFRBGGG-UHFFFAOYSA-O,0
TOX-826,difluprednate,"[(6S,8S,9R,10S,11S,13S,14S,17R)-17-(2-acetyloxyacetyl)-6,9-difluoro-11-hydroxy-10,13-dimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] butanoate",443936,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,WYQPLTPSGFELIB-JTQPXKBDSA-N,0
TOX-827,Hydrocortisone buteprate,"[(8S,9S,10R,11S,13S,14S,17R)-11-hydroxy-10,13-dimethyl-3-oxo-17-(2-propanoyloxyacetyl)-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl] butanoate",636398,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,FOGXJPFPZOHSQS-AYVLZSQQSA-N,0
TOX-828,Clevidipine,"5-O-(butanoyloxymethyl) 3-O-methyl 4-(2,3-dichlorophenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",153994,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,KPBZROQVTHLCDU-UHFFFAOYSA-N,0
TOX-829,,"5-[2-ethoxy-5-(4-methylpiperazin-4-ium-1-yl)sulfonylphenyl]-1-methyl-3-propyl-6H-pyrazolo[4,3-d]pyrimidin-7-one",135832700,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CC[NH+](C)CC4)ccc3OCC)nc12,BNRNXUUZRGQAQC-UHFFFAOYSA-O,0
TOX-830,,"(5-methyl-2-oxo-1,3-dioxol-4-yl)methyl 5-(2-hydroxypropan-2-yl)-2-propyl-3-[[4-[2-(1,2,3-triaza-4-azanidacyclopenta-2,5-dien-5-yl)phenyl]phenyl]methyl]imidazole-4-carboxylate",26026178,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[n-]n2)cc1,UZJLFGFFMHWVTK-UHFFFAOYSA-N,0
TOX-831,,"2-[2-ethoxy-5-(4-ethylpiperazin-4-ium-1-yl)sulfonylphenyl]-5-methyl-7-propyl-3H-imidazo[5,1-f][1,2,4]triazin-4-one",136099626,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CC[NH+](CC)CC4)ccc3OCC)[nH]n12,SECKRCOLJRRGGV-UHFFFAOYSA-O,0
TOX-832,,2-[4-[[4-methyl-6-(1-methylbenzimidazol-2-yl)-2-propylbenzimidazol-1-yl]methyl]phenyl]benzoate,20727077,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)[O-])cc1,RMMXLENWKUUMAY-UHFFFAOYSA-M,0
TOX-833,budesonide,"(1S,2S,4R,8S,9S,11S,12S,13R)-11-hydroxy-8-(2-hydroxyacetyl)-9,13-dimethyl-6-propyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one",5281004,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,VOVIALXJUBGFJZ-KWVAZRHASA-N,0
TOX-834,,"dibutyl-[3-[1,3-dichloro-6-(trifluoromethyl)phenanthren-9-yl]-3-hydroxypropyl]azanium",74652204,CCCC[NH+](CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,FOHHNHSLJDZUGQ-UHFFFAOYSA-O,0
TOX-835,levobupivacaine(1+),"(2S)-1-butyl-N-(2,6-dimethylphenyl)piperidin-1-ium-2-carboxamide",6992032,CCCC[NH+]1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,LEBVLXFERQHONN-INIZCTEOSA-O,0
TOX-836,bupivacaine cation,"1-butyl-N-(2,6-dimethylphenyl)piperidin-1-ium-2-carboxamide",24848321,CCCC[NH+]1CCCCC1C(=O)Nc1c(C)cccc1C,LEBVLXFERQHONN-UHFFFAOYSA-O,0
TOX-837,misoprostol,"methyl 7-[(1R,2R,3R)-3-hydroxy-2-[(E)-4-hydroxy-4-methyloct-1-enyl]-5-oxocyclopentyl]heptanoate",5282381,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,OJLOPKGSLYJEMD-URPKTTJQSA-N,0
